β
-0.5173671797105074
-0.19940685383557866
-0.13380803234525987
-0.22552052075130669
0.06379309763790396
-0.25590895889749815
-0.24075617224336765
-0.20308579507077204
-0.16273617086221204
-0.06613935927228638
-0.11380807230438786
-0.1551929403312662
-0.11533439870783692
0.055815709750745957
-0.18651618402236472
-0.18741293816450563
-0.1587722932959996
-0.12463943473666232
-0.09759504672918037
-0.3729144526677451
0.07474295607001502
0.02479304430127157
0.05121759753008422
-0.21662233168648984
-0.13290188481161683
