x1,x2,x3
-0.9846036320391226,0.15680649284412354,0.17460518303069777
-1.114868393957113,0.17729726843368965,0.2719581730990031
-0.6740265868499394,0.08352919290235479,0.12464670086473476
-0.8369373216190762,0.06866409751093476,0.30606343070461306
-0.8450905549705707,-0.010912766033635316,0.2035381201744975
-0.26381316339026656,0.018022977804482518,0.05066414164524461
-0.8573414885775535,0.4217741490909334,0.4283274846611655
-1.0078546929539718,0.49600860629682514,0.6497227477692463
-0.9068119139682446,0.4492911600599551,0.5774897277988132
-0.746370009642603,0.19767701106990088,0.05354269269396776
-0.3440362898590991,-0.09259109064740531,-1.0858816652051675
-0.33341128255620944,0.01565731563098996,-1.1921129829065664
-0.40869072959850766,0.07463552604699276,-1.160008111112692
-0.47331584030854545,-0.006216736513685769,-1.3559263196403508
-0.3611856630755061,-0.01021138304676522,-1.055707597009489
-0.43202279410620076,-0.4217984011126674,0.14997524232191667
-0.3789454991062889,-0.5377040207694767,0.12388131749373002
-0.5369068089929768,-0.6712055550920862,0.10008737667082139
-0.6538593503440191,-0.34891872360774384,0.08884410527939655
-0.6425384410588565,-0.26411664995918777,0.13811193717578366
-0.7919872001196313,-0.056727204851638506,0.19212024415044232
-0.5957299040390527,0.038206005819451085,0.12164448366133043
-0.7312356325874472,-0.17543564585662091,0.25075041697539513
-0.8482263896479056,-0.12491187656618717,0.32248109731382985
-0.9827810408039525,-0.06840767462290843,0.29997497741536494
