"","F1","F2","F3"
"1",0.46199193039671,-0.600662853864231,1.0474082401647
"2",0.962223546823944,-2.39744807551563,1.04333619746767
"3",-2.28713859910175,-2.5119422083011,-2.22336828998065
"4",-1.44269799329393,-2.13658494851841,-1.49662092263621
"5",0.0483432636546903,0.139242791266188,0.165526631219181
"6",-0.604522988893228,0.178516122975986,-1.12321232358308
"7",-0.0705241832189775,-2.1331031351349,0.163041628339142
"8",2.87194200761244,-0.712822370080392,1.07761580030955
"9",1.00138657496815,-2.22633487163057,-0.83603827478297
"10",-1.80134242638303,0.530753761137721,-1.91668113250087
"11",1.06354712936989,-1.4792514218347,-0.0808447343530133
"12",-0.204556498812794,-1.5128734768248,-0.404220585453368
"13",-0.145427204081625,-2.50371690791117,-1.74980559852035
"14",3.09412269264515,-0.541171890145444,2.58191551530678
"15",-2.11757701761044,-2.84040190508172,-2.25678322122987
"16",0.317630941950884,-0.941894448147451,0.0471998621972886
"17",-1.49136110397287,-2.87791152740808,-1.76013431134724
"18",-0.226857742220639,0.823995231716816,0.930581571643334
"19",-1.91232973844599,-2.66825870481766,-2.08033279084761
"20",0.63660596306859,0.000131063694218212,2.14431389435189
"21",2.7161631405622,0.451332085295244,1.16251551666601
"22",0.386060463108497,0.262905371016039,-0.664218957189338
"23",-0.200956682236216,-1.50294686038588,-0.141608034584477
"24",-2.15263341239559,-1.38321123747635,-2.09562377780587
"25",-1.4995011745424,-1.47868631170713,-1.13675397072048
"26",-0.0569422757206365,-1.99607248190093,-2.08119154433533
"27",-1.34081007006162,0.832991414222141,-1.35274250332265
"28",-1.48245015208968,-2.96172559312068,-1.5874963258346
"29",1.46234017455455,-0.298992729137993,2.57641122900268
"30",-0.260547518046692,-0.535014019062747,-0.335334788907865
"31",0.333922788703336,-1.30653474710531,0.182471684639027
"32",-2.31266436626515,-0.648195181968722,-1.29503292078738
"33",-0.477666365221835,0.52766823317826,-0.318633233693387
"34",-0.0513203229529135,-2.88659445507947,0.0815899824792986
"35",-1.02404940337433,0.596971307873901,-0.646996434915381
"36",0.237299588810643,-1.98329823116615,0.132299315906901
"37",-0.693858459155415,-0.769087253452813,-0.997106542578325
"38",1.42088004422867,-0.63385184383907,1.19943150989981
"39",0.196549312300625,-0.866075581034729,-0.0338607230732022
"40",2.4745259627879,-0.391337156819941,1.25398185934342
"41",-2.03665176510696,-2.4179807553228,-2.51259233581084
"42",-0.529437013502435,-1.29360653946919,-0.671721790728054
"43",0.586884849945111,-2.38323104988898,0.110495258253347
"44",-1.75800157530126,-2.44048792153804,-1.18989085615462
"45",-0.36632861050728,0.127616735536746,0.418132524283132
"46",-1.06510630246361,-2.94805999545955,-2.05772239439617
"47",-1.11909209282068,-2.25307564210229,-0.291930052471345
"48",-2.42435379761065,-1.92003171324424,-2.22927357520215
"49",2.12786533025103,-0.688339990089717,0.559404299400184
"50",0.688462944320004,-1.36291994833266,0.27352490198195
"51",1.01068444254388,-2.81134587315582,-0.0809879499682215
"52",-1.93521566161427,-1.57304254082334,-1.91651010899163
"53",-1.07645693198941,-1.63772173848822,-1.35756529362307
"54",2.34146961674536,-0.477657168211386,1.76005479066928
"55",-2.98905669862649,1.78362459679279,-1.63622348731101
"56",0.933965794786659,-0.807011221829131,1.14454041747016
"57",-1.37584646075709,-0.255599042931385,-1.83959883285823
"58",-0.735378196589269,-1.01564092450902,-1.01421045120865
"59",-1.76711450008336,-2.88119975501104,-2.78786232669172
"60",2.02223948286749,-2.42738226871408,1.35590380606188
"61",-0.0794478894235617,-1.41382377351839,-1.10131102090544
"62",0.61800686327821,-0.81021090886369,0.163912729950232
"63",-0.690654119523159,-0.612187131099784,-1.14833019902979
"64",-1.6671550579494,0.984995633369434,-1.13799786434114
"65",-0.651207774465677,-2.0718378625333,-1.4108573740865
"66",2.53962050127748,-1.52975021046733,0.618361586272104
"67",-1.44244988916939,-0.591716399904176,-1.61663770486893
"68",-0.608292221652835,-2.61166053532697,-1.76625476590298
"69",-0.450004953611514,-0.848138381114443,-0.826542598965953
"70",-1.19118328660295,-2.25330897305719,-1.36885464320131
"71",-0.0447169087462648,-1.98274722684586,-1.39615005459792
"72",1.28601587841559,-0.626229124877271,0.320528698153991
"73",-1.28280543421641,1.98037994961559,-0.101051726644919
"74",-1.31893002645431,-2.22860512394261,-1.50675282739293
"75",-1.78114413353234,-2.84416333015295,-2.37899913807532
"76",-2.11065750468343,0.189349447825049,-1.61669667951156
"77",-0.146507960736799,0.0644972464591416,0.231591286277787
"78",-2.46306077350113,-1.47311457593566,-1.69198285947285
"79",-0.939076078110116,-0.730403437971743,0.48870631008163
"80",-1.97898998240507,-2.1956222319249,-2.55953954119785
"81",-0.183308045943552,-0.956723286820621,-0.118887960111559
"82",-2.40367139262344,-2.1019103278964,-2.53013787587185
"83",-2.38578603063543,-1.43668001911694,-1.37467237502188
"84",1.66046168073425,-1.7731704934695,-0.439389073926346
"85",1.96617268160563,-1.08280001336187,0.579261760264444
"86",1.6752696535799,-0.494830893572467,0.0736028853899264
"87",-0.541347429830709,-0.784561155048379,-1.48689910159009
"88",-0.380318677704592,-2.25606289464024,-1.69825144805115
"89",0.324373772283401,0.505344440740017,0.446709038265815
"90",-0.968616227352022,-1.87485072633234,-1.53290027294583
"91",-0.576893387121247,-2.85627478172568,-2.01714665631774
"92",-2.75741735762038,-1.48691251356778,-2.19864524295978
"93",-2.99384944356802,-2.34267918218211,-2.23533068780509
"94",0.160907230566968,-1.11138466915181,0.0128779084474343
"95",0.151358070985352,0.270809279074773,-0.880499148778327
"96",0.883775224477784,0.126100579217141,0.248545034844792
"97",0.405070113259424,2.081760771354,-0.22292429419356
"98",1.57479732247703,-0.540711271282392,1.79429199387475
"99",-0.633856134398063,1.5835707037372,-0.878729570808665
"100",-0.50190682756892,1.34130033013723,-0.339903465571519
"101",-0.370195816599847,-0.998611259269747,0.525766400824235
"102",-0.0911476400635386,-2.19685101891159,-0.148148147407419
"103",-2.19207612913703,-0.95064936524351,-1.29434740696165
"104",0.250519691558269,-0.599382705115337,-0.766795419785842
"105",-2.64105613376402,-2.85530750446883,-2.23752037884196
"106",2.17409815413325,-2.57151580161787,0.461799819684134
"107",-0.480255363895889,-2.98267232545111,-1.42945202717547
"108",-0.065240428831973,-2.2851217734533,-1.9393712835306
"109",0.113867485719392,-2.18301162840966,-0.222947401973915
"110",-1.19965433193364,-2.87806227851378,-1.91891234331153
"111",-1.31400581780631,-1.84565857256494,-1.93724671625357
"112",-0.50010847413563,-1.76892657804504,-0.547738726145284
"113",0.0673287675143055,-1.7049216207341,-1.09755991958009
"114",-0.704412639856935,-0.537722978294315,-0.474389126055268
"115",-0.922061211523217,-2.84677130325866,-1.47829357961136
"116",-1.39170248723021,-1.39915121528226,-1.64500951506946
"117",-1.94355562747007,-2.34591381006204,-2.07343182842375
"118",-1.43704866969615,-1.63751537778279,-0.779820198815832
"119",-1.04467315584261,-2.88450870348819,-2.34247834777627
"120",-0.203222233751062,0.878642308449171,-0.613548625869132
"121",-0.591713686480435,-1.30663406959956,-1.43251514917213
"122",-0.972803961326627,-1.63539310617397,-0.971223367891343
"123",0.678200091951283,-0.287708558170246,-0.00474402613414603
"124",0.686830575541586,-1.16200583423229,-1.24428490975326
"125",-1.28776497283335,-2.19908035616258,-1.68394545186673
"126",-2.06198975962173,-2.52585774979372,-2.07504291297091
"127",-1.43320394393068,-2.50004331752265,-2.36137381696609
"128",-0.85201169110706,-0.176883202240979,-1.62802862074794
"129",-0.581380234127418,-2.7573638014151,-1.51462019477514
"130",0.199255856177025,-1.12513711067014,-0.291947980651882
"131",0.365901387781872,-2.35648766426273,-0.0264091672341108
"132",0.959219646735923,0.0556133579683905,0.41949345124013
"133",-1.60444788450558,-1.7195477526969,-1.20374918358907
"134",-1.2196390837181,-2.41145517895796,-1.59880215659295
"135",-0.396490263946205,-1.58441629604656,-0.130438708963119
"136",0.655485175139249,-1.66500908766114,-0.71703906740511
"137",-1.75888615651267,-1.29498105750353,-1.9606481792362
"138",-1.62187153177948,-0.892956104014793,-0.449731553393786
"139",0.0278304367144132,-0.164778389819338,0.316009993327211
"140",0.224065708388031,-2.2371633960316,-0.335417391124924
"141",1.27583170062007,-1.25631890172002,0.463878526909127
"142",2.10200634456605,-1.15444731300938,0.57934831792421
"143",0.232210887971518,-0.697388159470994,-0.617331362653794
"144",3.06154320381898,-2.55369134124372,0.782156215458797
"145",-0.839988487905334,-1.77197167932945,-0.67925465408253
"146",-1.16368897526598,-1.29112022840361,-1.31074773496849
"147",-0.374337139484965,-0.915430262049834,-0.560535095365992
"148",1.65236850068028,-0.116771839249638,0.773127831344709
"149",-0.216331872920127,-3.0796400253356,-1.33444420887812
"150",-0.893165691673556,-1.95697075309297,-2.23279848132935
"151",-3.23214199065158,-2.83051828707908,-2.4739760725607
"152",0.386493184958873,-0.794081860728121,-0.540389373244759
"153",2.28755793853346,-1.6114340798734,0.925850000267697
"154",-0.302742707088472,-0.222383244716661,0.128292895584731
"155",-2.46667927511389,-2.85026983965572,-2.76022610636469
"156",-1.59348421198492,-1.83111567466548,-1.83327625914629
"157",-1.55663798818564,-2.84687423919318,-2.07158099758671
"158",-1.08221129813249,-2.28681914659144,-1.74465818571621
"159",-3.23214199065158,-2.83051828707908,-2.4739760725607
"160",2.22781286575856,-0.801971218591002,-0.462676846101367
"161",0.300090504617599,-1.77258100303237,-1.57753227684574
"162",1.63053089473096,-2.18159311934755,-0.0204107344467373
"163",-1.7560220476407,-1.88737288946467,-1.82348034858158
"164",0.111378108511548,-1.73821394607907,0.50777772468812
"165",-0.162044555195751,-1.84403024833551,-1.57287115026184
"166",0.377418159716226,-1.72831153338552,0.06638089247366
"167",2.31704627291533,-0.241806324172342,2.63753367735712
"168",1.18459334763077,-1.71936282754034,-0.149735447099994
"169",0.645747844938758,-0.375797211337646,0.738123412928861
"170",2.66290518538296,-0.108973229987732,0.986695045076891
"171",-2.63653763127907,-2.81900981276985,-2.61456358646634
"172",0.153641040919024,-2.08072640513872,0.493543665192354
"173",-2.78811756773045,-1.94523921498339,-2.35654442104487
"174",-0.0737829477657706,-1.31485726144178,0.0143640041820095
"175",-1.26130944469722,-1.62685316941178,-0.894608922662917
"176",-1.20468791797324,-1.99274294220659,-0.812855083048149
"177",0.939851589563064,0.200488215509724,-0.206821251928368
"178",-0.931606253680272,-2.86558304359909,-2.12844985266694
"179",-2.52234377505406,-1.94714058683716,-2.12306539325764
"180",0.0858035898145852,-0.630062642516236,0.805746648609349
"181",-1.37368266204932,-1.38020622053405,-1.01519674005411
"182",-0.939624686780398,-1.88985208310109,-2.02401670375476
"183",0.241975845392398,-1.5133400241977,0.112747981987745
"184",0.133253319851204,-0.315272060206765,0.078824487010898
"185",-1.99550976704487,-2.15306963494485,-1.93800132439663
"186",2.48934382064688,-2.62686692558529,0.318089624992436
"187",0.665255373629092,-2.24537629497858,0.270395910381312
"188",2.14944288010037,-0.0986679899650331,1.43128031732807
"189",-0.837879737176351,1.33496128724751,0.206052816733318
"190",-1.76026068049129,-1.80854179892278,-2.23498390011529
"191",0.199643723135487,2.21806601492544,-0.683333824140119
"192",0.689710286855759,1.18429004685775,0.425432457554041
"193",0.338007311991764,-0.90958967120775,0.277412815215376
"194",-0.609611880856215,-2.34282731221653,-0.00777509031905735
"195",-0.337481557445883,0.398890100037906,-0.094041397836976
"196",0.872607295950737,0.356322706310536,2.59062604371699
"197",-0.988556059693065,-2.34416228927679,-2.1047942708121
"198",1.28929497494365,-0.221714523350613,1.31621964205632
"199",0.495599307168606,-1.32662793021274,1.7465911299565
"200",-1.3793667450705,-0.343261214366526,-0.934648447372275
"201",-0.481364919572189,-1.76166649404219,-1.16514914177934
"202",0.254465782121981,-1.64238216527255,-0.0782013184837947
"203",0.838915115940575,-0.675647468475867,0.236070615750364
"204",-0.253813766645466,0.472653872616759,-0.345840904324416
"205",0.112214153874268,-1.40470779396875,-1.40902861162493
"206",0.465725593361869,-0.10684963414827,1.16977585250132
"207",-1.20622022529657,-1.62662478671196,-2.30514174825879
"208",-1.59017435785964,-1.86383571587216,-1.70643293044134
"209",-1.97230313765191,-2.92987949245256,-2.01307279938998
